date,quarter,month,year,split,avg_salary,count_in_day,из_нежилых_Промышленные_здания_quarter,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Средства_на_счетах_эскроу_в_рублях_накопительный_итог_month,Средства_на_счетах_эскроу_в_рублях_ежемесячные_изменения_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,из_нежилых_коммерческие_здания_quarter,из_коммерческих_торговые_площади_quarter,Изменение_активности_МСП_по_регионам_Сбериндекс_month,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month
2022-11-13,4,11,2022,13,35250.0,4,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-14,4,11,2022,14,38000.0,21,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-15,4,11,2022,15,30500.0,10,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-16,4,11,2022,16,35000.0,12,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-17,4,11,2022,17,30000.0,13,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-18,4,11,2022,18,30000.0,13,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-19,4,11,2022,19,37500.0,3,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-20,4,11,2022,20,48750.0,1,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-21,4,11,2022,21,30000.0,12,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-22,4,11,2022,22,30000.0,19,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-23,4,11,2022,23,32750.0,16,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-24,4,11,2022,24,26500.0,10,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-25,4,11,2022,25,25000.0,7,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-26,4,11,2022,26,50000.0,1,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-28,4,11,2022,28,33500.0,12,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-29,4,11,2022,29,35000.0,21,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
2022-11-30,4,11,2022,30,28000.0,13,,,,,,,,,,,,,,,,,,50.9,47.27,53.29,,,,,,,,54.33,,,,17.93909091
